"codigo_nacional_farmaco_cd"|"codigo_descripcion"|"atc_farmaco_dispensado_cd"|"ddd_nomenclator_nm"|"ddd_por_envase"|"pvp_nomenclator_nm"|"precio_por_envase_nm"|"clase_aware_cd"
"663508"|"AMOXICILINA/CLAVULANICO BEXAL 875/125MG 12 COMPRIMIDOS RECUBIERTOS EFG"|"J01CR02"|1500|7|4.07|4.07|"Access"
"663470"|"AMOXICILINA/CLAVULANICO CINFA 250/62,5MG 24 SOBRES POLVO SUSP ORAL EFG"|"J01CR02"|1500|4|3.12|3.12|"Access"
"672232"|"AMOXICILINA/CLAVULANICO TEVAGEN 500/125MG 12 SOBRES POLV SUSP ORAL EFG"|"J01CR02"|1500|4|2.5|2.5|"Access"
"672234"|"AMOXICILINA/CLAVULANICO TEVAGEN 875/125MG 12 COMPRIMIDOS RECUB PEL EFG"|"J01CR02"|1500|7|4.07|4.07|"Access"
"672236"|"AMOXICILINA/CLAVULANICO TEVAGEN 875/125MG 12 SOBRES POLV SUSP ORAL EFG"|"J01CR02"|1500|7|4.09|4.09|"Access"
"672235"|"AMOXICILINA/CLAVULANICO TEVAGEN 875/125MG 24 COMPRIMIDOS RECUB PEL EFG"|"J01CR02"|1500|14|8.16|8.16|"Access"
"786277"|"AMOXICILINA ARISTO 500MG 12 CAPSULAS GELATINA DURA EFG"|"J01CA04"|1500|4|1.45|1.45|"Access"
"797456"|"AMOXICILINA SANDOZ 500MG 16 SOBRES POLVO SUSPENSION ORAL EFG"|"J01CA04"|1500|5.33|2.9|2.9|"Access"
"961904"|"AMOXICILINA RATIOPHARM 1000MG 24 COMPRIMIDOS RECUBIERTOS EFG"|"J01CA04"|1500|16|3.7|3.7|"Access"
"950063"|"BOLCHIPEN 125MG 24 SOBRES"|"J01CA04"|1500|2|2.61|2.61|"Access"
"702662"|"AMOXICILINA NORMON 500MG 12 COMPRIMIDOS EFG"|"J01CA04"|1500|4|2.23|2.23|"Access"
"702720"|"AMOXICILINA NORMON 750MG 12 COMPRIMIDOS EFG"|"J01CA04"|1500|6|2.89|2.89|"Access"
"702910"|"AMOXICILINA NORMON 750MG 24 COMPRIMIDOS EFG"|"J01CA04"|1500|12|3.12|3.12|"Access"
"703033"|"AMOXICILINA NORMON 1G 12 COMPRIMIDOS EFG"|"J01CA04"|1500|8|3.06|3.06|"Access"
"895813"|"AMOXICILINA SANDOZ 750MG 24 COMPRIMIDOS RECUBIERTOS EFG"|"J01CA04"|1500|12|3.12|3.12|"Access"
"911552"|"AMOXICILINA DAVUR 1G 12 SOBRES POLVO SUSPENSION ORAL EFG"|"J01CA04"|1500|8|3.12|3.12|"Access"
"960328"|"AMOXICILINA BELMAC 1G 12 SOBRES POLVO SUSPENSION ORAL EFG"|"J01CA04"|1500|8|3.12|3.12|"Access"
"731802"|"BRITAMOX 500MG 12 CAPSULAS"|"J01CA04"|1500|4|1.95|1.95|"Access"
"813485"|"AMOXICILINA DAVUR 500MG 24 CAPSULAS EFG"|"J01CA04"|1500|8|2.5|2.5|"Access"
"815696"|"AMOXICILINA DAVUR 1G 12 COMPRIMIDOS EFG"|"J01CA04"|1500|8|3.06|3.06|"Access"
"815704"|"AMOXICILINA DAVUR 1G 24 COMPRIMIDOS EFG"|"J01CA04"|1500|16|3.7|3.7|"Access"
"660423"|"AMOXICILINA MUNDOGEN 500MG 24 SOBRES MONODOSIS SUSPENSION ORAL EFG"|"J01CA04"|1500|8|3.09|3.09|"Access"
"660654"|"AMOXICILINA MUNDOGEN 500MG 24 CAPSULAS DURAS EFG"|"J01CA04"|1500|8|2.5|2.5|"Access"
"814400"|"RAUDOPEN 250MG 12 SOBRES MONODOSIS"|"J01CA04"|1500|2|3.12|3.12|"Access"
"672237"|"AMOXICILINA/CLAVULANICO TEVAGEN 875/125MG 24 SOBRES POLV SUSP ORAL EFG"|"J01CR02"|1500|14|8.16|8.16|"Access"
"661738"|"AMOXICILINA/CLAVULANICO NORMON 500/125MG 24 COMPRIMIDOS RECUB PELI EFG"|"J01CR02"|1500|8|4.31|4.31|"Access"
"656848"|"AMOXICILINA/CLAVULANICO CINFAMED 500/125MG 12 COMPRIMIDOS REC PELI EFG"|"J01CR02"|1500|4|2.5|2.5|"Access"
"656849"|"AMOXICILINA/CLAVULANICO KERN PHARMA 500/125MG 24 COMPRIMID REC PEL EFG"|"J01CR02"|1500|8|4.31|4.31|"Access"
"656847"|"AMOXICILINA/CLAVULANICO KERN PHARMA 500/125MG 24 SOBRES POLVO SUSP EFG"|"J01CR02"|1500|8|4.31|4.31|"Access"
"661737"|"AMOXICILINA/CLAVULANICO NORMON 500/125MG 12 COMP REC PEL EFG"|"J01CR02"|1500|4|2.5|2.5|"Access"
"661739"|"AMOXICILINA/CLAVULANICO NORMON 875/125MG 12 COMPRIMIDOS RECUB PELI EFG"|"J01CR02"|1500|7|3.76|3.76|"Access"
"672230"|"AMOXICILINA/CLAVULANICO TEVAGEN 500/125MG 12 COMPRIMIDOS RECUB PEL EFG"|"J01CR02"|1500|4|2.5|2.5|"Access"
"663499"|"AMOXICILINA/CLAVULANICO SANDOZ 875/125MG 24 SOBRES POLVO SUSP ORAL EFG"|"J01CR02"|1500|14|8.16|8.16|"Access"
"663437"|"AMOXICILINA/CLAVULANICO STADA 500/125MG 24 COMPRIMIDOS RECUBIERTOS EFG"|"J01CR02"|1500|8|4.67|4.67|"Access"
"663434"|"AMOXICILINA/CLAVULANICO STADA 875/125MG 12 SOBRES POLVO SUSP ORAL EFG"|"J01CR02"|1500|7|4.09|4.09|"Access"
"663436"|"AMOXICILINA/CLAVULANICO STADA 875/125MG 24 SOBRES POLVO SUSP ORAL EFG"|"J01CR02"|1500|14|8.16|8.16|"Access"
"671903"|"AMOXICILINA/CLAVULANICO TEVA 500MG/125MG 24 COMPRIMIDOS REC PELIC EFG"|"J01CR02"|1500|8|4.67|4.67|"Access"
"671898"|"AMOXICILINA/CLAVULANICO TEVA 500/125MG 24 SOBRES POLVO SUSPEN ORAL EFG"|"J01CR02"|1500|8|4.67|4.67|"Access"
"671899"|"AMOXICILINA/CLAVULANICO TEVA 875MG/125MG 12 COMPRIMIDOS REC PELIC EFG"|"J01CR02"|1500|7|4.07|4.07|"Access"
"671902"|"AMOXICILINA/CLAVULANICO TEVA 875/125MG 12 SOBRES POLVO SUSPEN ORAL EFG"|"J01CR02"|1500|7|4.09|4.09|"Access"
"671900"|"AMOXICILINA/CLAVULANICO TEVA 875MG/125MG 24 COMPRIMIDOS REC PELIC EFG"|"J01CR02"|1500|14|8.18|8.18|"Access"
"671901"|"AMOXICILINA/CLAVULANICO TEVA 875/125MG 24 SOBRES POLVO SUSPEN ORAL EFG"|"J01CR02"|1500|14|8.18|8.18|"Access"
"663444"|"AMOXICILINA/CLAVULANICO CINFAMED 500/125MG 24 COMPRIMIDOS REC PEL EFG"|"J01CR02"|1500|8|4.67|4.67|"Access"
"663440"|"AMOXICILINA/CLAVULANICO KERN PHARMA 500/125MG 24 SOBRES POLVO SUSP EFG"|"J01CR02"|1500|8|4.67|4.67|"Access"
"663441"|"AMOXICILINA/CLAVULANICO KERN PHARMA 875/125MG 12 COMPRIMIDOS RECUB EFG"|"J01CR02"|1500|7|4.07|4.07|"Access"
"999840"|"AMOXICILINA/CLAVULANICO RATIOPHARM 125/31,25MG 60ML POLV SUSP ORAL EFG"|"J01CR02"|1500|1|1.89|1.89|"Access"
"650988"|"AMOXICILINA/CLAVULANICO AFSA 875/125MG 24 SOBRES POLVO SUSP ORAL EFG"|"J01CR02"|1500|14|11.9|11.9|"Access"
"680132"|"AMOXICILINA NORMON 500MG 12 CAPSULAS EFG"|"J01CA04"|1500|4|1.45|1.45|"Access"
"680140"|"AMOXICILINA NORMON 500MG 24 CAPSULAS EFG"|"J01CA04"|1500|8|2.5|2.5|"Access"
"774778"|"AMOXICILINA FARMYGEL 500MG 12 CAPSULAS EFG"|"J01CA04"|1500|4|1.65|1.65|"Access"
"774943"|"AMOXICILINA FARMYGEL 500MG 24 CAPSULAS EFG"|"J01CA04"|1500|8|2.65|2.65|"Access"
"883827"|"AMOXICILINA PENSA 500MG 24 CAPSULAS DURAS EFG"|"J01CA04"|1500|8|2.5|2.5|"Access"
"858266"|"CLAMOXYL 1G 24 COMPRIMIDOS"|"J01CA04"|1500|16|4.15|4.15|"Access"
"752998"|"AMOXICILINA SANDOZ 500MG 24 SOBRES POLVO SUSPENSION ORAL EFG"|"J01CA04"|1500|8|3.09|3.09|"Access"
"858209"|"BORBALAN 500MG 24 CAPSULAS"|"J01CA04"|1500|8|3.03|3.03|"Access"
"710012"|"APAMOX 250MG 24 CAPSULAS"|"J01CA04"|1500|4|2.9|2.9|"Access"
"713065"|"APAMOX 500MG 24 CAPSULAS"|"J01CA04"|1500|8|3|3|"Access"
"860544"|"CLOXACILINA COMBINO PHARM 1G/VIAL 1 INYECTABLE EFG"|"J01CF02"|2000|0.5|1.75|1.75|"Access"
"860528"|"CLOXACILINA COMBINO PHARM 500MG/VIAL 1 INYECTABLE EFG"|"J01CF02"|2000|0.25|1.22|1.22|"Access"
"946756"|"ANACLOSIL 500MG 1 VIAL POLVO SOLUCION INYECTABLE/PERFUSION"|"J01CF02"|2000|0.25|1.22|1.22|"Access"
"946764"|"ANACLOSIL 1G 1 VIAL POLVO SOLUCION INYECTABLE/PERFUSION"|"J01CF02"|2000|0.5|1.73|1.73|"Access"
"823096"|"AMOXICILINA NORMON 500MG 16 SOBRES SOLUCION ORAL EFG"|"J01CA04"|1500|5.33|2.9|2.9|"Access"
"765693"|"AMOXICILINA CUVE 1G 12 COMPRIMIDOS EFG"|"J01CA04"|1500|8|3.06|3.06|"Access"
"766436"|"AMOXICILINA CUVE 500MG 12 CAPSULAS EFG"|"J01CA04"|1500|4|1.5|1.5|"Access"
"758300"|"AMOXICILINA CUVE 500MG 24 CAPSULAS EFG"|"J01CA04"|1500|8|2.5|2.5|"Access"
"943175"|"AMOXIMEDICAL 250MG/5ML 60ML POLVO SUSPENSION EXTEMPORANEA"|"J01CA04"|1500|2|2.23|2.23|"Access"
"933853"|"AMOXICILINA JUVENTUS 500MG 16 SOBRES POLVO SUSP ORAL EFG"|"J01CA04"|1500|5.33|2.9|2.9|"Access"
"744318"|"AMOXICILINA JUVENTUS 500MG 24 SOBRES POLVO SUSPENSION ORAL EFG"|"J01CA04"|1500|8|3.09|3.09|"Access"
"849885"|"BORBALAN 500MG 12 CAPSULAS"|"J01CA04"|1500|4|1.95|1.95|"Access"
"775338"|"AMOXICILINA ARDINE 250MG/5ML 60ML 1 FRASCO POLVO SUSPENSION ORAL"|"J01CA04"|1500|2|2.08|2.08|"Access"
"775353"|"ARDINE 250MG 24 CAPSULAS"|"J01CA04"|1500|4|2.93|2.93|"Access"
"949446"|"BOLCHIPEN 250MG 12 SOBRES"|"J01CA04"|1500|2|2.45|2.45|"Access"
"650927"|"AMOXICILINA CINFA 1G 24 COMPRIMIDOS EFG"|"J01CA04"|1500|16|3.7|3.7|"Access"
"650928"|"AMOXICILINA CINFA 1G 24 SOBRES POLVO SUSPENSION ORAL EFG"|"J01CA04"|1500|16|3.7|3.7|"Access"
"698151"|"AUGMENTINE PLUS 1000/62,5MG 20 COMPRIMIDOS LIBERACION PROLONGADA"|"J01CR02"|1500|13.33|7.77|7.77|"Access"
"697920"|"AMOXICILINA/CLAVULANICO GEN JUVENTUS 500/125MG 30 SOBRES POLVO S O EFG"|"J01CR02"|1500|10|5.84|5.84|"Access"
"697927"|"AMOXICILINA/CLAVULANICO GEN JUVENTUS 875/125MG 20 COMPR REC PELIC EFG"|"J01CR02"|1500|11.66|6.81|6.81|"Access"
"697917"|"AMOXICILINA/CLAVULANICO GEN JUVENTUS 875/125MG 20 SOBRES POLVO S O EFG"|"J01CR02"|1500|11.66|6.81|6.81|"Access"
"697928"|"AMOXICILINA/CLAVULANICO GEN JUVENTUS 875/125MG 30 COMPR REC PELIC EFG"|"J01CR02"|1500|17.5|10.21|10.21|"Access"
"697918"|"AMOXICILINA/CLAVULANICO GEN JUVENTUS 875/125MG 30 SOBRES POLVO S O EFG"|"J01CR02"|1500|17.5|10.21|10.21|"Access"
"650925"|"AMOXICILINA SANDOZ 1000MG 24 COMPRIMIDOS RECUBIERTOS EFG"|"J01CA04"|1500|16|3.7|3.7|"Access"
"824672"|"AMOXICILINA TEVA 500MG 24 SOBRES POLVO SUSPENSION ORAL EFG"|"J01CA04"|1500|8|3.09|3.09|"Access"
"999898"|"BRITAMOX 500MG 12 CAPSULAS"|"J01CA04"|1500|4|1.67|1.67|"Access"
"999895"|"BRITAMOX 500MG 24 CAPSULAS"|"J01CA04"|1500|8|2.72|2.72|"Access"
"999894"|"BRITAMOX 500MG 24 SOBRES POLVO SUSPENSION ORAL"|"J01CA04"|1500|8|3.12|3.12|"Access"
"651041"|"AMOXICILINA JUVENTUS 1G 12 COMPRIMIDOS EFG"|"J01CA04"|1500|8|3.06|3.06|"Access"
"651040"|"AMOXICILINA JUVENTUS 1G 12 SOBRES POLVO SUSPENSION ORAL EFG"|"J01CA04"|1500|8|3.12|3.12|"Access"
"650897"|"AMOXICILINA TEVA 1G 12 COMPRIMIDOS EFG"|"J01CA04"|1500|8|3.06|3.06|"Access"
"650898"|"AMOXICILINA TEVA 500MG 12 CAPSULAS EFG"|"J01CA04"|1500|4|1.45|1.45|"Access"
"650899"|"AMOXICILINA TEVA 500MG 24 CAPSULAS EFG"|"J01CA04"|1500|8|2.5|2.5|"Access"
"822858"|"AMOXICILINA CINFA 500MG 16 SOBRES POLVO SUSPENSION ORAL EFG"|"J01CA04"|1500|5.33|2.9|2.9|"Access"
"824193"|"AMOXICILINA CINFA 500MG 24 SOBRES POLVO SUSPENSION ORAL EFG"|"J01CA04"|1500|8|3.09|3.09|"Access"
"652316"|"AMOXICILINA ARDINE 500MG 24 CAPSULAS EFG"|"J01CA04"|1500|8|2.5|2.5|"Access"
"652380"|"AMOXICILINA ARDINE 500MG 24 COMPRIMIDOS EFG"|"J01CA04"|1500|8|2.5|2.5|"Access"
"652378"|"AMOXICILINA ARDINE 500MG 24 SOBRES POLVO SUSPENSION ORAL EFG"|"J01CA04"|1500|8|3.09|3.09|"Access"
"652987"|"AMOXICILINA TEVA 1G 24 COMPRIMIDOS EFG"|"J01CA04"|1500|16|3.7|3.7|"Access"
"652986"|"AMOXICILINA TEVA 1G 24 SOBRES POLVO SUSPENSION ORAL EFG"|"J01CA04"|1500|16|3.7|3.7|"Access"
"650872"|"AMOXICILINA TEVA 1G 12 SOBRES POLVO SUSPENSION ORAL EFG"|"J01CA04"|1500|8|3.12|3.12|"Access"
"661823"|"AMOXICILINA KERN PHARMA 500MG 12 CAPSULAS BLISTER PVC/PVDC EFG"|"J01CA04"|1500|4|1.45|1.45|"Access"
"693496"|"DUONASA 500/125MG 30 COMPRIMIDOS RECUBIERTOS PELICULA"|"J01CR02"|1500|10|5.84|5.84|"Access"
"663478"|"AMOXICILINA/CLAVULANICO CUVE 875/125MG 24 COMPRIMIDOS RECUBIERTOS EFG"|"J01CR02"|1500|14|8.16|8.16|"Access"
"663488"|"AMOXICILINA/CLAVULANICO PENSA 875/125MG 12 SOBRES POLVO SUSP ORAL EFG"|"J01CR02"|1500|7|4.09|4.09|"Access"
"663521"|"AMOXICILINA/CLAVULANICO MYLAN 500/125MG 24 COMPRIMIDOS RECUB PELIC EFG"|"J01CR02"|1500|8|4.67|4.67|"Access"
"663519"|"AMOXICILINA/CLAVULANICO MYLAN 875/125MG 12 COMPRIMIDOS RECUB PELIC EFG"|"J01CR02"|1500|7|4.07|4.07|"Access"
"747899"|"DOXI-SERGO 100MG 12 CAPSULAS"|"J01AA02"|100|12|3.29|3.29|"Access"
"731323"|"REXILEN 100MG 12 CAPSULAS"|"J01AA02"|100|12|2.5|2.5|"Access"
"909648"|"DOXIPIL 100MG 12 CAPSULAS DURAS"|"J01AA02"|100|12|2.97|2.97|"Access"
"747873"|"DOXICICLINA VALOMED 100MG 12 CAPSULAS"|"J01AA02"|100|12|3.12|3.12|"Access"
"796417"|"NOVELCICLINA 100MG 10 CAPSULAS"|"J01AA02"|100|10|3.01|3.01|"Access"
"817106"|"RETENS 100MG 16 CAPSULAS"|"J01AA02"|100|16|4.01|4.01|"Access"
"825844"|"SOLUPEN 225MG 6 CAPSULAS"|"J01AA02"|100|13.5|3.34|3.34|"Access"
"909283"|"DOXITEN BIO 100MG 12 CAPSULAS"|"J01AA02"|100|12|2.97|2.97|"Access"
"909986"|"PELEDOX 50 50MG 30 CAPSULAS"|"J01AA02"|100|15|4.48|4.48|"Access"
"661830"|"AMOXICILINA KERN PHARMA 500MG 24 CAPSULAS BLISTER PVC/ACLA EFG"|"J01CA04"|1500|8|2.5|2.5|"Access"
"661839"|"AMOXICILINA KERN PHARMA 500MG 24 CAPSULAS BLISTER PVC/PVDC EFG"|"J01CA04"|1500|8|2.5|2.5|"Access"
"661554"|"AMOXICILINA ARDINE 250MG/5ML 60ML 1 FRASCO POLVO SUSPENSION ORAL EFG"|"J01CA04"|1500|2|2.08|2.08|"Access"
"662271"|"AMOXICILINA SANDOZ 1000MG 12 COMPRIMIDOS DISPERSABLES EFG"|"J01CA04"|1500|8|2.5|2.5|"Access"
"662441"|"AMOXICILINA SANDOZ 750MG 12 COMPRIMIDOS DISPERSABLES EFG"|"J01CA04"|1500|6|2.5|2.5|"Access"
"656305"|"AMOXICILINA ARDINE 1G 24 SOBRES POLVO SUSPENSION ORAL EFG"|"J01CA04"|1500|16|3.7|3.7|"Access"
"653267"|"AMOXICILINA RATIOPHARM 750MG 12 COMPRIMIDOS RECUBIERTOS EFG"|"J01CA04"|1500|6|2.89|2.89|"Access"
"663459"|"AMOXICILINA ARDINE 1G 24 SOBRES POLVO SUSPENSION ORAL EFG"|"J01CA04"|1500|16|4.15|4.15|"Access"
"663487"|"AMOXICILINA BELMAC 1G 24 COMPRIMIDOS EFG"|"J01CA04"|1500|16|4.15|4.15|"Access"
"663471"|"AMOXICILINA CINFA 1G 24 COMPRIMIDOS EFG"|"J01CA04"|1500|16|4.15|4.15|"Access"
"663472"|"AMOXICILINA CINFA 1G 24 SOBRES POLVO SUSPENSION ORAL EFG"|"J01CA04"|1500|16|4.15|4.15|"Access"
"663524"|"AMOXICILINA DAVUR 1G 24 COMPRIMIDOS EFG"|"J01CA04"|1500|16|4.15|4.15|"Access"
"663452"|"AMOXICILINA NORMON 1G 24 COMPRIMIDOS EFG"|"J01CA04"|1500|16|4.15|4.15|"Access"
"663454"|"AMOXICILINA NORMON 750MG 24 COMPRIMIDOS EFG"|"J01CA04"|1500|12|3.12|3.12|"Access"
"661465"|"AMOXICILINA ARDINE 125MG/5ML FRASCO 60ML POLVO SUSPENSION ORAL EFG"|"J01CA04"|1500|1|2.26|2.26|"Access"
"938811"|"BIOXIDONA 250MG 12 SOBRES POLVO"|"J01CA04"|1500|2|2.14|2.14|"Access"
"938829"|"BIOXIDONA 500MG 12 CAPSULAS"|"J01CA04"|1500|4|2.4|2.4|"Access"
"671904"|"AMOXICILINA RATIOPHARM 1000MG 24 COMPRIMIDOS RECUBIERTOS EFG"|"J01CA04"|1500|16|4.15|4.15|"Access"
"671905"|"AMOXICILINA RATIOPHARM 750MG 24 COMPRIMIDOS RECUBIERTOS EFG"|"J01CA04"|1500|12|3.12|3.12|"Access"
"663506"|"AMOXICILINA SANDOZ 1000MG 24 COMPRIMIDOS RECUBIERTOS EFG"|"J01CA04"|1500|16|4.15|4.15|"Access"
"663505"|"AMOXICILINA SANDOZ 750MG 24 COMPRIMIDOS RECUBIERTOS EFG"|"J01CA04"|1500|12|3.12|3.12|"Access"
"671897"|"AMOXICILINA TEVA 1G 24 SOBRES POLVO SUSPENSION ORAL EFG"|"J01CA04"|1500|16|4.15|4.15|"Access"
"663520"|"AMOXICILINA/CLAVULANICO MYLAN 875/125MG 24 COMPRIMIDOS RECUB PELIC EFG"|"J01CR02"|1500|14|8.16|8.16|"Access"
"663494"|"AMOXICILINA/CLAVULANICO RANBAXY 875/125MG 12 COMPRIMID RECUB PELIC EFG"|"J01CR02"|1500|7|4.07|4.07|"Access"
"663495"|"AMOXICILINA/CLAVULANICO RANBAXY 875/125MG 24 COMPRIMIDOS RECUB PEL EFG"|"J01CR02"|1500|14|8.16|8.16|"Access"
"663474"|"AMOXICILINA/CLAVULANICO SALA 875MG/125MG 12 COMPRIMIDOS RECUB PEL EFG"|"J01CR02"|1500|7|4.07|4.07|"Access"
"663475"|"AMOXICILINA/CLAVULANICO SALA 875/125MG 24 COMPRIMIDOS RECUB PELIC EFG"|"J01CR02"|1500|14|8.16|8.16|"Access"
"663501"|"AMOXICILINA/CLAVULANICO SANDOZ 875/125MG 12 COMPRIMIDOS RECUBIERT EFG"|"J01CR02"|1500|7|4.07|4.07|"Access"
"663498"|"AMOXICILINA/CLAVULANICO SANDOZ 875/125MG 12 SOBRES POLVO SUSPENS EFG"|"J01CR02"|1500|7|4.09|4.09|"Access"
"663502"|"AMOXICILINA/CLAVULANICO SANDOZ 875/125MG 24 COMPRIMIDOS RECUBIERT EFG"|"J01CR02"|1500|14|8.16|8.16|"Access"
"697150"|"AMOXICILINA/CLAVULANICO AC SALA 250/62,5MG 30 SOBRES POLVO SUSP OR EFG"|"J01CR02"|1500|5|5.68|5.68|"Access"
"696630"|"DOXIPIL 100MG 21 CAPSULAS DURAS"|"J01AA02"|100|21|3.61|3.61|"Access"
"694056"|"REXILEN 100MG 14 CAPSULAS DURAS"|"J01AA02"|100|14|2.5|2.5|"Access"
"656664"|"REXILEN 100MG 30 CAPSULAS DURAS"|"J01AA02"|100|30|5.15|5.15|"Access"
"767855"|"REXILEN 100MG 30 CAPSULAS DURAS"|"J01AA02"|100|30|3.97|3.97|"Access"
"675470"|"DOXICLAT 100MG 28 COMPRIMIDOS RECUBIERTOS PELICULA"|"J01AA02"|100|28|6.37|6.37|"Access"
"675159"|"AMOXICILINA ARDINE 750MG 12 COMPRIMIDOS EFG"|"J01CA04"|1500|6|2.89|2.89|"Access"
"675160"|"AMOXICILINA ARDINE 750MG 24 COMPRIMIDOS EFG"|"J01CA04"|1500|12|3.12|3.12|"Access"
"664926"|"AMOXICILINA SANDOZ 1000MG 24 COMPRIMIDOS DISPERSABLES EFG"|"J01CA04"|1500|16|4.15|4.15|"Access"
"664925"|"AMOXICILINA SANDOZ 750MG 24 COMPRIMIDOS DISPERSABLES EFG"|"J01CA04"|1500|12|3.12|3.12|"Access"
"650797"|"AMOXICILINA SANDOZ 500MG 12 CAPSULAS EFG"|"J01CA04"|1500|4|1.45|1.45|"Access"
"650805"|"AMOXICILINA SANDOZ 500MG 24 CAPSULAS EFG"|"J01CA04"|1500|8|2.5|2.5|"Access"
"695348"|"AMOXICILINA BENEL 500MG 30 CAPSULAS EFG"|"J01CA04"|1500|10|2.86|2.86|"Access"
"695935"|"AMOXICILINA EDIGEN 500MG 20 CAPSULAS EFG"|"J01CA04"|1500|6.66|2.5|2.5|"Access"
"696812"|"AMOXICILINA/CLAVULANICO RATIOPHARM 250/62,5MG/5ML 100ML PO SP ORAL EFG"|"J01CR02"|1500|3.33|2.61|2.61|"Access"
"695006"|"AMOXICILINA/CLAVULANICO AC SANDOZ 500/125MG 30 SOBRES PO SUSP ORAL EFG"|"J01CR02"|1500|10|5.84|5.84|"Access"
"695008"|"AMOXICILINA/CLAVULANICO AC SANDOZ 875/125MG 20 SOBRES PO SUSP ORAL EFG"|"J01CR02"|1500|11.66|6.81|6.81|"Access"
"695009"|"AMOXICILINA/CLAVULANICO AC SANDOZ 875/125MG 30 SOBRES PO SUSP ORAL EFG"|"J01CR02"|1500|17.5|10.21|10.21|"Access"
"776328"|"KINCICLINA 250MG 12 COMPRIMIDOS"|"J01AA07"|1000|3|2.36|2.36|"Access"
"788844"|"MINOCIN 100MG 1 INYECTABLE"|"J01AA08"|200|0.5|1.53|1.53|"Reserve"
"694735"|"AMOXICILINA NORMON 500MG 30 SOBRES POLVO SUSPENSION ORAL EFG"|"J01CA04"|1500|10|2.86|2.86|"Access"
"694994"|"AMOXICILINA SANDOZ 500MG 20 SOBRES POLVO SUSPENSION ORAL EFG"|"J01CA04"|1500|6.66|2.5|2.5|"Access"
"663442"|"AMOXICILINA/CLAVULANICO KERN PHARMA 875/125MG 24 COMPRIMIDOS RECUB EFG"|"J01CR02"|1500|14|8.16|8.16|"Access"
"663439"|"AMOXICILINA/CLAVULANICO KERN PHARMA 875/125MG 24 SOBRES POLVO SUSP EFG"|"J01CR02"|1500|14|8.16|8.16|"Access"
"663447"|"AMOXICILINA/CLAVULANICO NORMON 250MG/62,5MG 24 SOBRES POLVO SUSP EFG"|"J01CR02"|1500|4|3.12|3.12|"Access"
"663451"|"AMOXICILINA/CLAVULANICO NORMON 500/125MG 24 COMPRIMIDOS RECUB PELI EFG"|"J01CR02"|1500|8|4.67|4.67|"Access"
"663446"|"AMOXICILINA/CLAVULANICO NORMON 500/125MG 24 SOBRES POLVO SUSPENS EFG"|"J01CR02"|1500|8|4.67|4.67|"Access"
"663445"|"AMOXICILINA/CLAVULANICO NORMON 875/125MG 12 SOBRES POLVO SUSPENS EFG"|"J01CR02"|1500|7|4.09|4.09|"Access"
"663448"|"AMOXICILINA/CLAVULANICO NORMON 875/125MG 24 COMPRIMIDOS RECUB PELI EFG"|"J01CR02"|1500|14|8.16|8.16|"Access"
"663460"|"AMOXICILINA/CLAVULANICO ARDINECLAV 100/12,5MG 60ML POLV SP PEDIAT EFG"|"J01CR02"|1500|4|4.14|4.14|"Access"
"671955"|"AMOXICILINA/CLAVULANICO ALTER 500/125MG 24 COMPRIMIDOS RECUB PELIC EFG"|"J01CR02"|1500|8|4.67|4.67|"Access"
"671956"|"AMOXICILINA/CLAVULANICO ALTER 875/125MG 12 COMPRIMIDOS RECUB PELIC EFG"|"J01CR02"|1500|7|4.07|4.07|"Access"
"671895"|"AMOXICILINA/CLAVULANICO DAVUR 500/125MG 24 COMPRIMIDOS RECUB EFG"|"J01CR02"|1500|8|4.67|4.67|"Access"
"671892"|"AMOXICILINA/CLAVULANICO DAVUR 875/125MG 12 SOBRES POLVO SUSP ORAL EFG"|"J01CR02"|1500|7|4.09|4.09|"Access"
"663523"|"AMOXICILINA/CLAVULANICO DAVUR 875/125MG 24 COMPRIMIDOS RECUBIERTOS EFG"|"J01CR02"|1500|14|8.18|8.18|"Access"
"671893"|"AMOXICILINA/CLAVULANICO DAVUR 875/125MG 24 SOBRES POLVO SUSP ORAL EFG"|"J01CR02"|1500|14|8.18|8.18|"Access"
"663490"|"AMOXICILINA/CLAVULANICO RANBAXY 500/125MG 24 COMPR REC PELIC TIRAS EFG"|"J01CR02"|1500|8|4.67|4.67|"Access"
"663491"|"AMOXICILINA/CLAVULANICO RANBAXY 500/125MG 24 COMPR REC PELIC BLIST EFG"|"J01CR02"|1500|8|4.67|4.67|"Access"
"663486"|"AMOXICILINA/CLAVULANICO GENERICOS JUVENTUS 500/125MG 24 COMPR REC EFG"|"J01CR02"|1500|8|4.67|4.67|"Access"
"663473"|"AMOXICILINA/CLAVULANICO SALA 250MG/62,5MG 24 SOBRES POLV SUSP ORAL EFG"|"J01CR02"|1500|4|4.14|4.14|"Access"
"671906"|"AMOXICILINA/CLAVULANICO RATIOPHARM 250/62,5MG 120ML POLV SUSP ORAL EFG"|"J01CR02"|1500|4|3.12|3.12|"Access"
"671907"|"AMOXICILINA/CLAVULANICO RATIOPHARM 875/125MG 12 COMPRIMID REC PELI EFG"|"J01CR02"|1500|7|4.07|4.07|"Access"
"671908"|"AMOXICILINA/CLAVULANICO RATIOPHARM 875/125MG 24 COMPRIMID REC PEL EFG"|"J01CR02"|1500|14|8.16|8.16|"Access"
