"codigo_nacional_farmaco_cd"|"codigo_descripcion"|"atc_farmaco_dispensado_cd"|"ddd_nomenclator_nm"|"ddd_por_envase"|"pvp_nomenclator_nm"|"precio_por_envase_nm"|"mme_total"
"724652"|"TRAMADOL KRKA 200MG 60 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|40|24.82|24.82|1200
"724810"|"TRAMADOL KRKA 100MG/ML 10ML 1 FRASCO GOTAS ORALES SOLUCION EFG"|"N02AX02"|300|3.33|3.18|3.18|100
"724811"|"TRAMADOL KRKA 100MG/ML 30ML 1 FRASCO GOTAS ORALES SOLUCION EFG"|"N02AX02"|300|10|9.54|9.54|300
"681182"|"TRAMADOL RETARD AUROVITAS SP 100MG 20 COMPRIMIDOS LIBER PROLONGADA EFG"|"N02AX02"|300|6.66|4.14|4.14|200
"706645"|"TRAMADOL RETARD AUROVITAS SPAIN 100G 60 COMPRIMIDOS LIBERAC PROLON EFG"|"N02AX02"|300|20|12.41|12.41|600
"760587"|"MORFINA SERRA 10MG/ML 1ML 1 AMPOLLA SOLUCION INYECTABLE"|"N02AA01"|30|0.33|0.58|0.58|10
"760603"|"MORFINA SERRA 20MG/ML 1ML 1 AMPOLLA SOLUCION INYECTABLE"|"N02AA01"|30|0.66|0.66|0.66|20
"671203"|"TRAMADOL RETARD AUROVITAS SPAIN 150MG 20 COMPRIMIDOS LIBER PROLONG EFG"|"N02AX02"|300|10|6.21|6.21|300
"670874"|"TRAMADOL RETARD AUROVITAS SPAIN 200MG 20 COMPRIMIDOS LIBER PROLONG EFG"|"N02AX02"|300|13.33|8.27|8.27|400
"697076"|"TRAMADOL RETARD RATIOPHARM 100MG 60 COMPRIMIDOS LIBERACION PROLONG EFG"|"N02AX02"|300|20|12.41|12.41|600
"697077"|"TRAMADOL RETARD RATIOPHARM 150MG 20 COMPRIMIDOS LIBERACION PROLONG EFG"|"N02AX02"|300|10|6.21|6.21|300
"697006"|"TRAMADOL RETARD STADA 100MG 60 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|20|12.41|12.41|600
"697003"|"TRAMADOL RETARD STADA 150MG 20 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|10|6.21|6.21|300
"697004"|"TRAMADOL RETARD STADA 150MG 60 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|30|18.62|18.62|900
"697009"|"TRAMADOL RETARD STADA 200MG 20 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|13.33|8.27|8.27|400
"697010"|"TRAMADOL RETARD STADA 200MG 60 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|40|24.82|24.82|1200
"697078"|"TRAMADOL RETARD RATIOPHARM 150MG 60 COMPRIMIDOS LIBERACION PROLONG EFG"|"N02AX02"|300|30|18.62|18.62|900
"697103"|"TRAMADOL RETARD RATIOPHARM 200MG 20 COMPRIMIDOS LIBERACION PROLONG EFG"|"N02AX02"|300|13.33|8.27|8.27|400
"697104"|"TRAMADOL RETARD RATIOPHARM 200MG 60 COMPRIMIDOS LIBERACION PROLONG EFG"|"N02AX02"|300|40|24.82|24.82|1200
"697025"|"TRAMADOL RETARD TEVA 100MG 60 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|20|12.41|12.41|600
"697173"|"TRAMADOL RETARD TEVA 150MG 20 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|10|6.21|6.21|300
"697174"|"TRAMADOL RETARD TEVA 150MG 60 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|30|18.62|18.62|900
"697171"|"TRAMADOL RETARD TEVA 200MG 20 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|13.33|8.27|8.27|400
"697172"|"TRAMADOL RETARD TEVA 200MG 60 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|40|24.82|24.82|1200
"693520"|"TRAMADOL RETARD VIATRIS 100MG 60 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|20|12.41|12.41|600
"693543"|"TRAMADOL RETARD VIATRIS 150MG 60 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|30|18.62|18.62|900
"693560"|"TRAMADOL RETARD VIATRIS 200MG 20 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|13.33|8.27|8.27|400
"693567"|"TRAMADOL RETARD VIATRIS 200MG 60 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|40|24.82|24.82|1200
"681285"|"TRAMADOL RETARD COMBIX 150MG 60 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|30|18.62|18.62|900
"681286"|"TRAMADOL RETARD COMBIX 200MG 20 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|13.33|8.27|8.27|400
"681287"|"TRAMADOL RETARD COMBIX 200MG 60 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|40|24.82|24.82|1200
"691744"|"TRAMADOL RETARD NORMON 100MG 20 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|6.66|4.14|4.14|200
"691745"|"TRAMADOL RETARD NORMON 100MG 60 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|20|12.41|12.41|600
"691746"|"TRAMADOL RETARD NORMON 150MG 20 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|10|6.21|6.21|300
"691747"|"TRAMADOL RETARD NORMON 150MG 60 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|30|18.62|18.62|900
"691749"|"TRAMADOL RETARD NORMON 200MG 60 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|40|24.82|24.82|1200
"725084"|"TRAMADOL ALMUS 50MG 60 CAPSULAS DURAS EFG"|"N02AX02"|300|10|6.21|6.21|300
"724542"|"TRAMADOL ANDROMACO 100MG 5 AMPOLLAS 2ML SOLUCION INYECTABLE/PERFUS EFG"|"N02AX02"|300|1.66|3.26|3.26|50
"731036"|"TRAMADOL NORMON 100MG 60 CAPSULAS DURAS"|"N02AX02"|300|20|12.41|12.41|600
"701723"|"CEPARIDIN 50MG 20 CAPSULAS EFG"|"N02AX02"|300|3.33|2.5|2.5|100
"701724"|"CEPARIDIN 50MG 60 CAPSULAS EFG"|"N02AX02"|300|10|6.21|6.21|300
"768259"|"TRAMADOL NORMON 50MG 20 CAPSULAS EFG"|"N02AX02"|300|3.33|2.5|2.5|100
"662902"|"EFFENTORA 100MCG 28 COMPRIMIDOS BUCALES"|"N02AB03"|0.6|4.66|31.71|31.71|364
"707220"|"BUPRENORFINA ANDROMACO 70MCG/H 10 PARCHES TRANSDERMICOS EFG"|"N02AE01"|1.2|56|86.08|86.08|3780
"670343"|"FENTANILO MATRIX STADA 12MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|3.6|7.02|7.02|432
"676129"|"DURFENTA 50MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|15|29.25|29.25|1800
"657015"|"TRAMADOL RATIOPHARM 50MG 20 CAPSULAS EFG"|"N02AX02"|300|3.33|2.5|2.5|100
"683054"|"INSTANYL 200MCG 6 ENVASES UNIDOSIS SOLUCION PULVERIZACION NASAL"|"N02AB03"|0.6|2|61.26|61.26|192
"665478"|"TRAMADOL VIR 100MG/ML 10ML GOTAS ORALES SOLUCION EFG"|"N02AX02"|300|3.33|3.18|3.18|100
"665567"|"TRAMADOL VIR 100MG/ML 30ML 1 FRASCO GOTAS ORALES SOLUCION EFG"|"N02AX02"|300|10|9.54|9.54|300
"681284"|"TRAMADOL RETARD COMBIX 150MG 20 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|10|6.21|6.21|300
"658669"|"ADOLONTA RETARD 50MG 60 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AX02"|300|10|6.21|6.21|300
"658532"|"CAPTOR SIMPLEX 100MG 20 CAPSULAS DURAS LIBERACION PROLONGADA"|"N02AX02"|300|6.66|4.14|4.14|200
"697075"|"TRAMADOL RETARD RATIOPHARM 100MG 20 COMPRIMIDOS LIBERACION PROLONG EFG"|"N02AX02"|300|6.66|4.14|4.14|200
"981514"|"CONTUGESIC 60MG 60 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AA08"|150|24|8.43|8.43|900
"994269"|"CONTUGESIC 60MG 20 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AA08"|150|8|3.11|3.11|900
"878728"|"MORFINA B. BRAUN 10MG/ML 1ML 10 AMPOLLAS SOLUCION INYECTABLE"|"N02AA01"|30|3.33|2.89|2.89|100
"981407"|"MST 100 CONTINUS 100MG 30 COMPRIMIDOS LIBERACION CONTROLADA"|"N02AA01"|100|30|37.22|37.22|3000
"965202"|"MORFINA B. BRAUN 20MG/ML 2ML 1 AMPOLLA SOLUCION INYECTABLE"|"N02AA01"|30|1.33|0.69|0.69|40
"661850"|"SKENAN 200MG 60 CAPSULAS LIBERACION GRADUAL"|"N02AA01"|100|120|105.4|105.4|12000
"800094"|"MORFINA LANNACHER 100MG 60 COMPRIMIDOS RECUBIERTOS"|"N02AA01"|100|60|45.72|45.72|6000
"722777"|"MORFINA LANNACHER 10MG 60 COMPRIMIDOS RECUBIERTOS"|"N02AA01"|100|6|7.7|7.7|600
"723163"|"MORFINA LANNACHER 30MG 30 COMPRIMIDOS RECUBIERTOS"|"N02AA01"|100|9|9.94|9.94|900
"723353"|"MORFINA LANNACHER 30MG 60 COMPRIMIDOS RECUBIERTOS"|"N02AA01"|100|18|18.05|18.05|1800
"723486"|"MORFINA LANNACHER 100MG 30 COMPRIMIDOS RECUBIERTOS"|"N02AA01"|100|30|24.98|24.98|3000
"723544"|"MORFINA LANNACHER 200MG 30 COMPRIMIDOS RECUBIERTOS"|"N02AA01"|100|60|56.64|56.64|6000
"723551"|"MORFINA LANNACHER 60MG 60 COMPRIMIDOS RECUBIERTOS"|"N02AA01"|100|36|33.13|33.13|3600
"661199"|"MST UNICONTINUS 90MG 30 CAPSULAS LIBERACION CONTROLADA"|"N02AA01"|100|27|35.81|35.81|2700
"661207"|"MST UNICONTINUS 60MG 30 CAPSULAS LIBERACION CONTROLADA"|"N02AA01"|100|18|27.66|27.66|1800
"661215"|"MST UNICONTINUS 30MG 30 CAPSULAS LIBERACION CONTROLADA"|"N02AA01"|100|9|14.16|14.16|900
"821165"|"ORAMORPH 20MG/ML 100ML 1 FRASCO SOLUCION ORAL"|"N02AA01"|100|20|35.84|35.84|2000
"815969"|"ORAMORPH 20MG/ML 5ML 30 VIALES UNIDOSIS SOLUCION ORAL"|"N02AA01"|100|30|23.04|23.04|3000
"821991"|"ORAMORPH 2MG/ML 250ML 1 FRASCO SOLUCION ORAL"|"N02AA01"|100|5|8.96|8.96|500
"821199"|"ORAMORPH 2MG/ML 30 ENVASES UNIDOSIS 5ML SOLUCION ORAL"|"N02AA01"|100|3|5.37|5.37|300
"606400"|"CEPARIDIN 50MG 500 CAPSULAS EFG"|"N02AX02"|300|83.33|41.54|41.54|2500
"663581"|"INSTANYL 100MCG/DOSIS 10 DOSIS 1 FRASCO 1,8ML SOLUC PULVERIZAC NASAL"|"N02AB03"|0.6|1.66|102.09|102.09|160
"663585"|"INSTANYL 200MCG/DOSIS 10 DOSIS 1 FRASCO 1,8ML SOLUC PULVERIZAC NASAL"|"N02AB03"|0.6|3.33|102.09|102.09|320
"656946"|"FENTANILO MATRIX RATIOPHARM 100MCG/H 5 PARCHES TRANSDERMICO EFG"|"N02AB03"|1.2|30|84.81|84.81|3600
"656940"|"FENTANILO MATRIX RATIOPHARM 12MCG/HORA 5 PARCHES TRANSDE EFG"|"N02AB03"|1.2|3.6|10.15|10.15|432
"656945"|"FENTANILO MATRIX RATIOPHARM 25MCG/H 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|7.5|21.2|21.2|900
"658678"|"NOBLIGAN RETARD 50MG 20 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AX02"|300|3.33|3.12|3.12|100
"658679"|"NOBLIGAN RETARD 50MG 60 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AX02"|300|10|8.9|8.9|300
"660030"|"TRAMADOL ANGENERICO 100MG 5 AMPOLLAS 2ML SOLUCION INYECTABLE EFG"|"N02AX02"|300|1.66|3.26|3.26|50
"659444"|"TRAMADOL ANGENERICO 50MG 20 CAPSULAS EFG"|"N02AX02"|300|3.33|3.12|3.12|100
"659445"|"TRAMADOL ANGENERICO 50MG 60 CAPSULAS EFG"|"N02AX02"|300|10|6.23|6.23|300
"662797"|"TRAMADOL RETARD GRUNENTHAL 100MG 20 COMPRIMIDOS LIBERACION PROLONG EFG"|"N02AX02"|300|6.66|4.15|4.15|200
"662798"|"TRAMADOL RETARD GRUNENTHAL 100MG 60 COMPRIMIDOS LIBERAC PROLONGADA EFG"|"N02AX02"|300|20|12.44|12.44|600
"662800"|"TRAMADOL RETARD GRUNENTHAL 150MG 60 COMPRIMIDOS LIBERAC PROLONGADA EFG"|"N02AX02"|300|30|18.67|18.67|900
"662801"|"TRAMADOL RETARD GRUNENTHAL 200MG 20 COMPRIMIDOS LIBERAC PROLONGADA EFG"|"N02AX02"|300|13.33|8.3|8.3|400
"662802"|"TRAMADOL RETARD GRUNENTHAL 200MG 60 COMPRIMIDOS LIBERAC PROLONGADA EFG"|"N02AX02"|300|40|24.9|24.9|1200
"662795"|"TRAMADOL RETARD GRUNENTHAL 50MG 20 COMPRIMIDOS LIBERACION PROLONG EFG"|"N02AX02"|300|3.33|3.12|3.12|100
"662796"|"TRAMADOL RETARD GRUNENTHAL 50MG 60 COMPRIMIDOS LIBERACION PROLONG EFG"|"N02AX02"|300|10|6.23|6.23|300
"663578"|"INSTANYL 50MCG/DOSIS 10 DOSIS 1 FRASCO 1,8ML SOLUC PULVERIZACION NASAL"|"N02AB03"|0.6|0.83|102.09|102.09|80
"663580"|"INSTANYL 50MCG/DOSIS 40 DOSIS 1 FRASCO 5ML SOLUC PULVERIZACION NASAL"|"N02AB03"|0.6|3.33|325.01|325.01|320
"663270"|"FENTANILO MATRIX RATIOPHARM 100MCG/H 5 PARCHES TRANSDERMICO EFG"|"N02AB03"|1.2|30|58.84|58.84|3600
"663272"|"FENTANILO MATRIX RATIOPHARM 25MCG/H 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|7.5|14.71|14.71|900
"663271"|"FENTANILO MATRIX RATIOPHARM 50MCG/H 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|15|29.41|29.41|1800
"663269"|"FENTANILO MATRIX RATIOPHARM 75MCG/H 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|22.5|44.13|44.13|2700
"663357"|"FENTANILO MATRIX SANDOZ 100MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|30|58.84|58.84|3600
"652303"|"FENTANILO ACOST 10MG 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|30|85.97|85.97|3600
"652301"|"FENTANILO ACOST 2,5MG 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|7.5|21.48|21.48|900
"652302"|"FENTANILO ACOST 5MG 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|15|42.99|42.99|1800
"652308"|"FENTANILO BEXAL 10MG 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|30|85.97|85.97|3600
"652304"|"FENTANILO BEXAL 2,5MG 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|7.5|21.48|21.48|900
"652307"|"FENTANILO BEXAL 5MG 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|15|42.99|42.99|1800
"658651"|"FENTANILO MATRIX RATIOPHARM 50MCG/H 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|15|42.84|42.84|1800
"658652"|"FENTANILO MATRIX RATIOPHARM 75MCG/H 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|22.5|64.32|64.32|2700
"658653"|"FENTANILO MATRIX RATIOPHARM 100MCG/H 5 PARCHES TRANSDERMICO EFG"|"N02AB03"|1.2|30|85.81|85.81|3600
"658650"|"FENTANILO MATRIX RATIOPHARM 25MCG/H 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|7.5|21.34|21.34|900
"660790"|"FENTANILO MATRIX SANDOZ 100MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|30|59.26|59.26|3600
"660785"|"FENTANILO MATRIX SANDOZ 12MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|3.6|7.49|7.49|432
"660786"|"FENTANILO MATRIX SANDOZ 25MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|7.5|14.74|14.74|900
"660788"|"FENTANILO MATRIX SANDOZ 50MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|15|29.58|29.58|1800
"660789"|"FENTANILO MATRIX SANDOZ 75MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|22.5|44.43|44.43|2700
"741660"|"DEPRANCOL AS 150MG 10 CAPSULAS LIBERACION SOSTENIDA"|"N02AC04"|200|7.5|2.23|2.23|0
"826313"|"SOSEGON 50MG 12 COMPRIMIDOS"|"N02AD01"|200|3|2.64|2.64|222
"826321"|"SOSEGON 30MG/ML 5 AMPOLLAS 1ML SOLUCION INYECTABLE"|"N02AD01"|200|0.75|2.56|2.56|55.5
"967901"|"SOSEGON 30MG 1 AMPOLLA 1ML INYECTABLE"|"N02AD01"|200|0.15|0.92|0.92|11.1
"965178"|"PENTAZOCINA FIDES 30MG 1 AMPOLLA 1ML INYECTABLE"|"N02AD01"|200|0.15|1.09|1.09|11.1
"961425"|"BUPREX 0,3MG 6 AMPOLLAS 1ML INYECTABLE"|"N02AE01"|1.2|1.5|4.61|4.61|54
"973297"|"PREFIN 0,3MG 6 AMPOLLAS 1ML INYECTABLE"|"N02AE01"|1.2|1.5|4.45|4.45|54
"973313"|"PREFIN 0,2MG 10 COMPRIMIDOS SUBLINGUALES"|"N02AE01"|1.2|1.66|4.67|4.67|260
"973321"|"PREFIN 0,2MG 20 COMPRIMIDOS SUBLINGUALES"|"N02AE01"|1.2|3.33|9.24|9.24|120
"967216"|"BUPREX 0,2MG 10 COMPRIMIDOS SUBLINGUALES"|"N02AE01"|1.2|1.66|4.67|4.67|60
"957092"|"VERSTADOL 2MG 1 VIAL INYECTABLE"|"N02AF01"|12|0.16|0.98|0.98|14
"665315"|"TRALGIOL 100MG/ML 30ML SOLUCION ORAL EFG"|"N02AX02"|300|10|13.64|13.64|300
"667963"|"TARGIN 20MG/10MG 56 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AA55"|75|14.93|105.78|105.78|1680
"884148"|"TRALGIOL 50MG 20 CAPSULAS"|"N02AX02"|300|3.33|0|0|100
"884155"|"TRALGIOL 100MG 6 SUPOSITORIOS"|"N02AX02"|300|2|3.57|3.57|60
"884163"|"TRALGIOL 100MG 5 AMPOLLAS 2ML INYECTABLE EFG"|"N02AX02"|300|1.66|4.68|4.68|50
"661421"|"TIONER 100MG 6 SUPOSITORIOS"|"N02AX02"|300|2|0|0|60
"879643"|"ZYTRAM 200MG 7 COMPRIMIDOS LIBERACION CONTROLADA"|"N02AX02"|300|4.66|0|0|140
"663354"|"FENTANILO MATRIX SANDOZ 25MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|7.5|14.71|14.71|900
"663355"|"FENTANILO MATRIX SANDOZ 50MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|15|29.41|29.41|1800
"663356"|"FENTANILO MATRIX SANDOZ 75MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|22.5|44.13|44.13|2700
"880096"|"ZYTRAM BID 75MG 14 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AX02"|300|3.5|2.5|2.5|105
"662734"|"TRAMADOL BEXAL 100MG 5 AMPOLLAS 2ML INYECTABLE EFG"|"N02AX02"|300|1.66|3.26|3.26|50
"879817"|"ZYTRAM 300MG 7 COMPRIMIDOS LIBERACION CONTROLADA"|"N02AX02"|300|7|0|0|210
"901595"|"TRAMADOL RATIOPHARM 100MG 6 SUPOSITORIOS EFG"|"N02AX02"|300|2|3.01|3.01|60
"929638"|"TRAMADOL RATIOPHARM 100MG 5 AMPOLLAS 2ML SOLUCION INYECTABLE EFG"|"N02AX02"|300|1.66|4.68|4.68|50
"942813"|"TRAMADOL RANBAXY 50MG 20 CAPSULAS EFG"|"N02AX02"|300|3.33|2.5|2.5|100
"715292"|"CEPARIDIN 50MG 60 CAPSULAS EFG"|"N02AX02"|300|10|6.23|6.23|300
"806729"|"TRAMADOL KERN 50MG 60 CAPSULAS EFG"|"N02AX02"|300|10|10.26|10.26|300
"879932"|"ZYTRAM 400MG 7 COMPRIMIDOS LIBERACION CONTROLADA"|"N02AX02"|300|9.33|0|0|280
"683053"|"INSTANYL 100MCG 6 ENVASES UNIDOSIS SOLUCION PULVERIZACION NASAL"|"N02AB03"|0.6|1|61.26|61.26|96
"683055"|"INSTANYL 50MCG 6 ENVASES UNIDOSIS SOLUCION PULVERIZACION NASAL"|"N02AB03"|0.6|0.5|61.26|61.26|48
"806455"|"TRAMADOL KERN 50MG 20 CAPSULAS EFG"|"N02AX02"|300|3.33|3.42|3.42|100
"775445"|"TRAMADOL FARMASIERRA 50MG 20 CAPSULAS EFG"|"N02AX02"|300|3.33|3.12|3.12|100
"775494"|"TRAMADOL FARMASIERRA 50MG 60 CAPSULAS EFG"|"N02AX02"|300|10|10.26|10.26|300
"783712"|"TRAMADOL RASLAFAR 50MG 20 CAPSULAS EFG"|"N02AX02"|300|3.33|3.12|3.12|100
"783720"|"TRAMADOL RASLAFAR 50MG 60 CAPSULAS EFG"|"N02AX02"|300|10|6.23|6.23|300
"656941"|"FENTANILO MATRIX RATIOPHARM 50MCG/H 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|15|42.41|42.41|1800
"656944"|"FENTANILO MATRIX RATIOPHARM 75MCG/H 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|22.5|63.61|63.61|2700
"661429"|"FENTANILO MATRIX RATIOPHARM 12MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|3.6|10.32|10.32|432
"761718"|"DOLODOL 200MG 20 CAPSULAS LIBERACION PROLONGADA"|"N02AX02"|300|13.33|8.27|8.27|40
"761783"|"DOLODOL 200MG 60 CAPSULAS LIBERACION PROLONGADA"|"N02AX02"|300|40|24.82|24.82|360
"920058"|"TRAMADOL FARMASIERRA 50MG 60 CAPSULAS EFG"|"N02AX02"|300|10|6.23|6.23|300
"650466"|"DOLODOL FLAS 50MG 20 COMPRIMIDOS BUCODISPERSABLES"|"N02AX02"|300|3.33|2.5|2.5|100
"650467"|"DOLODOL FLAS 50MG 60 COMPRIMIDOS BUCODISPERSABLES"|"N02AX02"|300|10|6.21|6.21|300
"761536"|"DOLODOL 150MG 20 CAPSULAS LIBERACION PROLONGADA"|"N02AX02"|300|10|6.21|6.21|40
"761700"|"DOLODOL 150MG 60 CAPSULAS LIBERACION PROLONGADA"|"N02AX02"|300|30|18.62|18.62|360
"832972"|"ADOLONTA 100MG 12 SUPOSITORIOS"|"N02AX02"|300|4|6.51|6.51|120
"884171"|"TRALGIOL 100MG 12 SUPOSITORIOS"|"N02AX02"|300|4|6.78|6.78|120
"658469"|"TRAMADOL STADA 100MG 5 AMPOLLAS 2ML SOLUCION INYECTABLE EFG"|"N02AX02"|300|1.66|3.26|3.26|50
"658470"|"TRAMADOL STADA 100MG/ML 10ML 1 FRASCO SOLUCION ORAL EFG"|"N02AX02"|300|3.33|3.18|3.18|100
"658471"|"TRAMADOL STADA 100MG/ML 30ML SOLUCION ORAL EFG"|"N02AX02"|300|10|9.55|9.55|300
"620856"|"TRAMADOL TARBIS 150MG 500 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|250|124.44|124.44|7500
"691748"|"TRAMADOL RETARD NORMON 200MG 20 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|13.33|8.27|8.27|400
"600288"|"ADOLONTA RETARD 200MG 500 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AX02"|300|333.33|428.82|428.82|10000
"603099"|"TRAMADOL RETARD GRÜNENTHAL 50MG 150 COMPRIMIDOS LIBERAC PROLONGADA EFG"|"N02AX02"|300|25|11.06|11.06|750
"603102"|"TRAMADOL RETARD GRÜNENTHAL 150MG 150 COMPRIMIDOS LIBERAC PROLONGAD EFG"|"N02AX02"|300|75|32.77|32.77|2250
"603103"|"TRAMADOL RETARD GRÜNENTHAL 200MG 150 COMPRIMIDOS LIBERAC PROLONGAD EFG"|"N02AX02"|300|100|43.68|43.68|3000
"645523"|"TRALGIOL 100MG 100 SUPOSITORIOS"|"N02AX02"|300|33.33|45.8|45.8|1000
"602494"|"ADOLONTA RETARD 50MG 150 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AX02"|300|25|15.97|15.97|0
"602499"|"NOBLIGAN RETARD 50MG 150 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AX02"|300|25|15.97|15.97|750
"607123"|"TRAMADOL ANDROMACO 50MG 500 CAPSULAS DURAS EFG"|"N02AX02"|300|83.33|41.54|41.54|2500
"606669"|"TRAMADOL AUROBINDO 50MG 500 CAPSULAS DURAS EFG"|"N02AX02"|300|83.33|35.21|35.21|2500
"603640"|"PALEXIA RETARD 100MG 100 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AX06"|400|25|102.91|102.91|4000
"603638"|"PALEXIA RETARD 150MG 100 X 1 BLISTER UNIDOSIS COMPRIM LIBERAC PROLONG"|"N02AX06"|400|37.5|154.36|154.36|6000
"603637"|"PALEXIA RETARD 200MG 100 X 1 BLISTER UNIDOSIS COMPRIM LIBERAC PROLONG"|"N02AX06"|400|50|185.23|185.23|8000
"715498"|"TRAMADOL AUROVITAS 50MG/ML 2ML 5 AMPOLLAS SOLUCION INYEC/PERFUSION EFG"|"N02AX02"|300|1.66|3.26|3.26|50
"724647"|"TRAMADOL KRKA 100MG 20 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|6.66|4.14|4.14|200
"721807"|"TRAMADOL KRKA 50MG 20 CAPSULAS DURAS EFG"|"N02AX02"|300|3.33|2.5|2.5|100
"724648"|"TRAMADOL KRKA 100MG 60 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|20|12.41|12.41|600
"724649"|"TRAMADOL KRKA 150MG 20 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|10|6.21|6.21|300
"673421"|"YANTIL RETARD 150MG 60 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AX06"|400|22.5|66.03|66.03|3600
"673602"|"YANTIL RETARD 200MG 60 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AX06"|400|30|88.05|88.05|4800
"673422"|"YANTIL RETARD 250MG 60 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AX06"|400|37.5|169.17|169.17|6000
"689956"|"YANTIL RETARD 25MG 60 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AX06"|400|3.75|11.01|11.01|600
